16385,1126106077856256,576495938822995968,0
402677761,9224498005485290240,864743907160752128,0
268492803,9226749942746317696,1008867892940308480,0
134242305,1126106077856512,576495939896737792,0
134242305,9225061092886053376,576566309714919424,0
3072,6918373555663013376,1153062267865006080,0
268451843,3940855844963072,864743912529461248,0
67121152,9225060955447099904,1729452629949415424,0
12289,9225060955447100160,864726316048580608,0
268460033,9225060989798449408,864743908234625024,0
134242305,9225060989806838528,864814275904929792,0
67121152,9225060989798449920,576566309714919424,0
33560576,13836747008234227200,1729487814321504256,0
536936452,4503737078907136,144128382483841024,0
25168896,4612249037108675584,3459186752055410688,0
67121152,9225061092886054400,1729593376027705344,0
268484611,3377905891541760,864708721714921472,0
402677763,9227312927078352768,2161850972882599936,0
134234113,1125968638902528,288247969411497984,0
201334785,9225061092886053632,1729487822911438848,0
268484615,7881539880747904,1008867890792759296,0
134242305,3377905887347200,576513532082782208,0
134275075,3377905891541760,864743906623930368,0
33560576,4612249071472607744,1153132619429314560,0
134246401,13836747145673179904,2017718192621092864,0
134246401,13836747008236323584,864814280199897088,0
67121152,9225060989806839296,1729593371732738048,0
134242305,9225061092886053632,1729487816468987904,0
33560576,13835902583304095232,1729593371732738048,0
134230017,9225061092886054400,1729593376027705344,0
49155,3377905891541248,288283155931136000,0
33558528,13836746973870294528,1729628556104826880,0
402710531,9227312892699739904,2017735781585518592,0
402669569,3377905891541760,864743908234493952,0
134242305,9225061127247889152,864814275904929792,0
536903683,3377905891541760,864717517807943680,0
536903682,2252005976310016,288247969411497984,0
536903682,3377905891541248,288247969948368896,0
24577,1125968630513920,288283154857459712,0
67112960,9223935055531868672,1152991886235926528,0
201338880,9225060989806838272,1729593371732738048,0
134230016,13836747008234226432,1729487814321897472,0
268492803,9227312927061574528,1008859096310349824,0
33558528,13836747008234227200,1729593371732738048,0
268484611,3377905891541760,576522328712675328,0
134225921,9225061092886053632,2017718192620699648,0
134225921,9225060955447100160,1729487814321504256,0
134242305,9224498005493678592,576566309714657280,0
805355523,3377905893639040,864752702716903424,0
67121153,9225061127245793024,1729487822911438848,0
268492803,7881780413596416,864743908771364864,0
8193,9225060955447100160,576495938822995968,0
268460033,9224498142932632320,864743908234493952,0
402677763,9227312892699739904,2017735784806744064,0
402677761,9225061127247889152,864823073071693824,0
1073840130,3377905891541760,288247969948368896,0
67117056,9224498005493678592,576531123195084800,0
805355523,3377905893639040,1008832706420670464,0
8796898377735,16889529401082048,2269950551636574208,0
134242305,9227312927059477248,864743908234493952,0
33560576,16141745592517789184,3458975645823926272,0
134242305,9225061092886053632,2017718192620699648,0
268460035,9227312927059477248,864743908234493952,0
805429255,9226750251986060160,1008867892940242944,0
126977,9225060989798449920,864743908234690560,0
134225921,9225060955447099904,1729452638539350016,0
67121152,9225060989798449920,576566309714919424,0
16385,1126106077856512,864726319269675008,0
536985603,3377905891541888,432371954117246976,0
268451843,3940855844963072,864743906087010304,0
805355523,3940890206798720,1008867890792759296,0
268492801,9225061092886053632,864726319269675008,0
201334785,3377837167870464,576495939896737792,0
268451841,1126106077856512,864726314974707712,0
536903683,3377905883152640,432354360857460736,0
33568769,9224498142928438784,1729487812174151680,0
268484611,3377905883153152,864708722251857920,0
268460033,9224498005493678848,576566311862140928,0
24577,9225060989806838528,576566311862272000,0
1610711043,3377768446296448,432371953043505152,0
67121152,13835621108327383552,1729593371732738048,0
49155,3377905891541760,864743908234493952,0
268484611,3940718406009600,864743908234493952,0
402677761,1126106077856512,576495943117963264,0
805355523,3940890206798720,1008867890792759296,0
268460033,9227312927061574400,1008859096310349824,0
402702339,3377905891541760,864743908234493952,0
268484611,3377905891541760,288256765504520192,0
402669569,1126106077856512,864743908234493952,0
12288,9225060955447099904,1729487814321766400,0
134230017,9225061092886053632,2017876530885033984,0
201334785,9225060955447100160,864743907160752128,0
67117056,9225060955447099904,1729452629949415424,0
33560576,13836746973870294528,3458975645822877696,0
805355523,9227312927059477248,864752704327516160,0
16385,1126106077856512,864743906087010304,0
201338880,9225060989806838528,864796685866369024,0
100675585,13836747008234227456,4035717873103011840,0
402677761,9225060955438711552,864743908234493952,0
8193,9225060955438711552,864726314974707712,0
268451843,3377905891541760,864726316048449536,0
