251688963,16142449202758170560,16069964998088065024,0
536887297,1688884222100352,432503894975709184,0
2147991577,9225060955447101040,4593794765220216832,0
4026789897,13837028483210938112,1747536301717979136,0
6598109957120,3459186855167664000,17006682934255550464,0
939634692,13840406268883246208,8575121971619037184,0
4398986158087,9225060989798452992,8665486434796306432,0
1879302151,9225061127266508792,18375179060880867328,0
15397390653440,6917951265929445312,16105965207804706816,0
4027572224,9223935089891607296,1747536301852196864,0
52780584722432,13835902531767635840,9151849930816487424,0
13194542198784,13836746973870294528,3963713038443347968,0
201390087,6917951266004939648,18429791803432501248,0
402714628,9223935055540258304,1729417445308923904,0
507929,9225060955442906624,1729452077509246976,0
491553,9224216496148841216,2288107886657667072,0
201390087,2305983755293036416,7999490276852760576,0
939634700,4612108282435209088,4539881312198066176,0
469817348,6917951265908460992,7206146461950541824,0
2013523976,13835902514576229120,1729661546151280640,0
4398986047488,4612108256713642880,14844418534263488512,0
2199493079043,4611968026046108128,5675084191084052480,0
4398180753409,9225061022073102080,8647403865760595968,0
17593796657152,9223935021170033792,432499495855456256,0
1040447,13837169182044069872,9205902996112670720,0
16106373123,9226750217636807680,4602819006905188352,0
536999967,6944832134748046080,4575937622643310592,0
939536384,13835903012921422816,17906456154515439616,0
8798173460480,6917951265877002432,18411828042587439104,0
2200029992964,6917810519800808320,4324016401795776512,0
251722767,17301000232580947840,18376883364033462272,0
14,16923902034317184,8647333497016418304,0
402690055,6925691819148709760,7998733819026866176,0
939593728,4611967544945805056,4468041442803056640,0
10996324241408,4612530477748718976,2666658757869568000,0
1879302175,13835902600538361848,7926880716971835392,0
201455624,3458905268553784256,9873722221107609600,0
2013523980,13849414292708786560,4602959757278445568,0
4026687489,9226749942758901248,1765549596420866048,0
130055,3458975645956578272,18375777195206377472,0
402780168,2306054124102758624,9710869134396358656,0
402714631,4617034077350928128,18429151887665135616,0
4398986240000,9223935021182617472,3314868128692830208,0
6599150342144,4612530494903426816,18303136860408381440,0
4027047937,9225060989798449920,2270094600544714752,0
57346,9223935021197303800,5765029735499300864,0
385940486,6931884904300940800,8071009117977706496,0
134246401,2306269370851016576,3891118874678034432,0
1879302149,13836747145723781112,18438034842105937920,0
469891079,6917951265908989920,18213647668750581760,0
13194542198784,4612108248201302400,5728825016619892736,0
229393,9223653529072178048,4593673818941161472,0
30790486339584,13835902531875643264,9214613327227912192,0
4161007616,6917951265879101376,9206448418304557056,0
4161269788,13835902600486061824,4314728835531669504,0
2013474816,13835621108327384576,9188334999324065792,0
57351,13835480284942835696,17871127746336260096,0
127007,16141112230889398208,17402754484601356288,0
13196220035072,13835902583320874496,3459044906331275264,0
26390158131201,9223935021232951168,4539635021459226624,0
1100014999564,4621256270718963200,8683993414246596608,0
3758342145,9225060921085265792,4323471035841118208,0
6597539534848,6917951265942552545,10234412625437917184,0
1610727427,9224216513326612864,576592709804883968,0
805822495,13844909731022899168,2270093495664508928,0
245773,9224216513391104432,6350568055801643008,0
1100014962688,2306124501431098112,6629824218852753408,0
2013466624,2306265273230951936,4576150919342718976,0
52780316278785,9225060921076876224,2269939556520296448,0
2013388807,9231816354880029200,8701515257316638720,0
2013278208,13835621073963451392,2324013554480447488,0
2013388804,13836747008234227488,2288107893100118016,0
6598076504064,6917951257352084928,7890836524642598912,0
4228118528,3458975633070899168,18411809290827333632,0
1879564312,9242230877475308480,2269953853929553920,0
13195079069696,13835902531816923008,7998927313746001920,0
13196152938496,9225060955447101184,4179559265737900032,0
